Week,Owner,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards,Holds,Misses
2,Free Agent,R.Quigley,MIN,6,264,0,0,3,1,2,0,0,3,0,0,0,2,-1,1,1
2,Free Agent,B.Anger,TB,3,146,0,0,1,0,2,0,0,1,0,0,0,2,10,5,0
2,Free Agent,P.O'Donnell,CHI,3,168,0,1,0,0,3,1,0,1,1,0,0,1,17,1,0
2,Free Agent,D.Kaser,LAC,4,170,0,0,0,0,1,0,0,3,0,0,0,3,21,3,2
2,Free Agent,M.Haack,MIA,3,130,0,1,0,1,2,0,0,0,0,0,0,1,23,5,0
2,Looney,M.King,OAK,3,166,0,0,1,0,2,1,0,2,0,0,0,2,11,7,0
2,Levine,L.Edwards,NYJ,3,119,0,0,1,1,1,0,0,2,0,0,0,1,13,4,0
2,Free Agent,C.Jones,DAL,5,249,0,1,0,2,3,1,0,2,1,0,0,3,22,3,0
2,Free Agent,R.Dixon,DEN,3,129,0,0,0,1,0,0,0,1,0,0,0,1,19,5,1
2,Ralph,J.Hekker,LA,4,182,0,0,0,1,1,0,0,1,1,0,0,2,13,4,0
2,Free Agent,T.Way,WAS,4,204,0,0,0,0,2,1,0,2,2,0,0,4,24,5,1
2,Free Agent,B.Pinion,SF,7,307,0,0,2,1,1,0,0,4,1,1,0,3,0,3,0
2,Bagley,J.Ryan,SEA,7,309,0,0,3,1,2,0,0,3,1,0,0,3,40,2,1
2,Kane,M.Bosher,ATL,4,165,0,0,3,0,1,0,0,3,0,0,0,0,0,5,0
2,Free Agent,J.Vogel,GB,3,119,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0
2,Free Agent,J.Locke,DET,5,209,0,0,3,0,1,0,0,3,1,0,0,2,9,3,0
2,Hardardt,B.Wing,NYG,5,239,0,0,1,1,2,1,0,0,0,0,0,3,101,2,0
3,Free Agent,B.Pinion,SF,2,83,0,0,1,0,1,0,0,2,0,0,0,1,0,5,1
3,Ralph,J.Hekker,LA,2,113,0,0,0,0,1,1,0,0,0,0,0,2,9,7,0
3,Free Agent,S.Koch,BAL,7,311,0,1,1,1,2,1,0,1,0,0,0,2,2,1,0
3,Gillen,B.Nortman,JAX,3,150,0,0,2,1,2,1,0,1,1,0,0,0,0,8,0
3,Free Agent,R.Dixon,DEN,3,125,0,1,0,0,0,0,0,0,0,0,0,2,20,4,0
3,Zack,C.Schmidt,BUF,5,226,0,1,3,0,2,0,0,2,1,0,0,1,16,6,0
3,Free Agent,T.Morstead,NO,3,150,0,0,1,0,2,0,0,2,0,0,0,2,12,6,1
3,Fed,M.Palardy,CAR,3,129,0,1,1,0,1,0,0,0,0,0,0,1,12,3,0
3,Pacillo,J.Berry,PIT,5,203,0,1,3,0,0,0,0,3,1,0,0,1,0,3,0
3,Free Agent,P.O'Donnell,CHI,6,267,0,0,2,1,2,1,0,2,0,0,0,3,15,3,1
3,Free Agent,J.Locke,DET,5,239,0,0,2,0,1,0,0,1,1,0,0,2,38,5,0
3,Kane,M.Bosher,ATL,2,91,0,0,1,0,0,0,0,1,0,0,0,1,10,6,0
3,Bandit,R.Sanchez,IND,7,320,0,1,3,2,1,0,0,2,1,0,0,1,0,5,0
3,Taylor,B.Colquitt,CLE,7,347,0,0,2,1,4,0,0,3,1,1,0,3,16,4,0
3,Free Agent,R.Quigley,MIN,3,121,0,0,3,0,0,0,0,1,0,0,0,0,0,6,0
3,Free Agent,B.Anger,TB,4,163,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
3,O'Leary,S.Lechler,HOU,4,234,0,0,1,0,3,2,0,2,2,0,0,2,53,6,0
3,Stearns,R.Allen,NE,6,272,0,1,1,0,3,1,0,3,0,0,0,3,20,4,0
3,Levine,L.Edwards,NYJ,5,243,0,0,2,1,2,1,0,3,1,0,0,2,13,4,1
3,Free Agent,M.Haack,MIA,7,333,0,1,1,0,2,1,0,1,0,0,0,4,31,0,1
3,Free Agent,D.Jones,PHI,4,182,0,1,1,1,1,0,0,0,0,0,0,1,0,5,1
3,Hardardt,B.Wing,NYG,4,154,0,1,1,1,1,0,0,1,0,0,0,1,9,4,0
3,Free Agent,B.Kern,TEN,6,341,0,1,0,2,4,3,0,2,0,0,0,3,32,7,0
3,Bagley,J.Ryan,SEA,8,388,0,1,0,1,3,1,0,0,0,0,0,5,51,3,0
3,Free Agent,K.Huber,CIN,6,296,0,0,1,0,2,0,0,1,0,0,0,5,70,3,1
3,Free Agent,J.Vogel,GB,6,296,0,0,0,1,5,1,0,2,1,0,0,5,31,5,0
3,Julian,D.Colquitt,KC,5,249,0,0,2,0,2,1,0,3,0,0,0,3,12,4,0
3,Free Agent,D.Kaser,LAC,5,250,0,2,0,0,2,1,0,2,1,0,0,2,10,2,0
3,Looney,M.King,OAK,7,369,0,0,2,1,5,2,0,4,1,0,0,4,23,2,0
3,Free Agent,T.Way,WAS,5,221,0,0,3,0,2,0,0,3,1,0,0,2,4,5,1
3,Free Agent,C.Jones,DAL,7,311,0,0,2,1,3,0,0,4,2,1,0,2,4,4,0
3,Free Agent,A.Lee,ARI,6,271,0,0,1,0,2,0,0,2,1,0,0,4,43,3,1
4,Free Agent,J.Vogel,GB,5,238,0,0,0,2,2,1,0,1,0,0,0,2,7,5,0
4,Free Agent,P.O'Donnell,CHI,3,147,0,0,2,0,1,0,0,2,1,0,0,1,5,2,1
4,Free Agent,M.Haack,MIA,6,263,0,0,2,0,0,0,0,2,0,0,0,3,26,0,0
4,Free Agent,T.Morstead,NO,3,141,0,0,0,1,1,0,0,0,0,0,0,2,9,4,1
4,Kane,M.Bosher,ATL,3,120,0,0,3,0,0,0,0,3,1,0,0,0,0,3,0
4,Zack,C.Schmidt,BUF,4,189,0,0,1,0,1,1,0,1,1,1,1,2,8,4,0
4,Free Agent,S.Koch,BAL,5,222,0,0,1,0,1,0,0,2,1,1,0,2,15,1,1
4,Pacillo,J.Berry,PIT,4,150,0,0,1,1,0,0,0,1,0,0,0,1,0,4,1
4,Taylor,B.Colquitt,CLE,6,295,0,0,0,0,3,0,0,1,0,0,0,6,73,1,1
4,Free Agent,K.Huber,CIN,4,191,0,0,1,0,2,0,0,2,1,0,0,3,4,5,0
4,Ralph,J.Hekker,LA,2,108,0,0,0,0,1,1,0,2,0,0,0,1,0,9,0
4,Free Agent,C.Jones,DAL,3,141,0,0,0,0,1,0,0,1,0,0,0,3,20,4,0
4,Hardardt,B.Kern,TEN,5,246,0,0,1,1,2,0,0,1,0,0,0,3,4,2,0
4,O'Leary,S.Lechler,HOU,2,122,0,0,0,0,2,2,0,1,1,0,0,1,3,8,1
4,Free Agent,J.Locke,DET,7,325,0,0,2,0,2,0,0,3,1,0,0,4,16,2,1
4,Free Agent,R.Quigley,MIN,5,201,0,0,2,3,1,0,0,2,1,0,0,0,0,1,1
4,Stearns,R.Allen,NE,3,135,0,0,0,0,0,0,0,0,0,0,0,2,25,6,0
4,Fed,M.Palardy,CAR,1,35,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1
4,Levine,L.Edwards,NYJ,6,262,0,1,3,1,1,1,1,3,1,0,0,1,0,5,1
4,Gillen,B.Nortman,JAX,8,361,0,0,5,1,3,1,0,5,3,1,0,1,7,3,1
4,Free Agent,B.Pinion,SF,7,351,0,0,3,0,5,0,0,3,0,0,0,4,12,5,0
4,Free Agent,A.Lee,ARI,6,293,0,0,1,1,4,2,0,2,0,0,0,4,41,4,0
4,Free Agent,D.Kaser,LAC,4,191,0,1,0,0,2,0,0,2,0,0,0,3,15,4,0
4,Free Agent,D.Jones,PHI,2,95,0,0,0,0,1,0,0,2,0,0,0,2,3,6,0
4,Free Agent,B.Wing,NYG,5,205,0,1,0,1,1,0,0,0,0,0,0,2,16,3,1
4,Free Agent,B.Anger,TB,4,199,0,0,1,1,2,1,0,2,1,1,0,0,0,3,3
4,Free Agent,R.Dixon,DEN,6,271,0,0,1,1,2,0,0,3,2,1,1,2,8,4,1
4,Looney,M.King,OAK,6,306,0,0,0,2,3,0,0,2,1,0,0,4,38,2,0
4,Bandit,R.Sanchez,IND,6,250,0,0,2,1,1,1,0,2,2,1,1,0,0,2,0
4,Bagley,J.Ryan,SEA,1,35,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1
4,Julian,D.Colquitt,KC,3,105,0,1,1,1,0,0,0,1,0,0,0,0,0,5,1
4,Free Agent,T.Way,WAS,4,169,0,1,2,0,2,0,0,2,0,0,0,1,0,4,0
5,Free Agent,B.Anger,TB,6,271,0,0,1,1,3,0,0,3,1,1,0,3,51,2,3
5,Stearns,R.Allen,NE,4,188,0,0,0,0,3,0,0,1,1,1,0,3,29,5,0
5,Free Agent,K.Huber,CIN,4,187,0,0,0,1,0,0,0,3,0,0,0,2,41,4,0
5,Zack,C.Schmidt,BUF,7,315,0,2,1,0,2,0,0,3,0,0,0,4,4,4,0
5,Levine,L.Edwards,NYJ,6,309,0,1,1,1,3,2,0,1,0,0,0,2,28,3,0
5,Taylor,B.Colquitt,CLE,2,113,0,0,0,0,2,1,0,0,0,0,0,2,16,2,2
5,Free Agent,J.Locke,DET,5,206,0,0,2,2,1,0,0,1,0,0,0,1,13,4,0
5,Fed,M.Palardy,CAR,5,234,0,1,3,0,2,1,0,0,0,0,0,1,6,5,1
5,Free Agent,B.Pinion,SF,6,274,0,0,1,3,3,0,0,1,0,0,0,2,5,5,0
5,Bandit,R.Sanchez,IND,4,191,0,0,1,1,3,0,0,4,1,0,0,1,0,6,0
5,Hardardt,B.Kern,TEN,10,549,0,0,1,1,5,4,1,4,1,1,0,7,47,2,0
5,Free Agent,M.Haack,MIA,9,459,0,0,1,2,5,1,0,5,3,0,0,2,14,1,1
5,Free Agent,D.Kaser,LAC,6,333,0,1,1,1,5,2,0,1,0,0,0,3,38,5,0
5,Free Agent,B.Wing,NYG,8,353,0,1,2,0,3,0,0,4,2,2,0,3,35,2,0
5,Free Agent,A.Lee,ARI,7,347,0,0,1,1,4,0,0,1,0,0,0,3,110,1,0
5,Free Agent,D.Jones,PHI,3,129,0,0,1,1,1,0,0,1,0,0,0,1,7,6,0
5,Gillen,B.Nortman,JAX,5,190,0,0,1,2,0,0,0,3,2,1,0,1,0,3,0
5,Pacillo,J.Berry,PIT,3,134,0,0,1,1,2,0,0,2,2,1,0,0,0,3,0
5,Bagley,J.Ryan,SEA,6,237,0,0,2,0,0,0,0,2,2,0,0,2,0,4,0
5,Ralph,J.Hekker,LA,3,136,0,0,1,1,1,1,0,0,0,0,0,1,10,2,1
5,Looney,M.King,OAK,4,197,0,1,1,0,1,1,0,0,0,0,0,2,19,3,0
5,Julian,S.Koch,BAL,3,117,0,0,0,2,0,0,0,1,1,0,0,1,7,5,0
5,Free Agent,J.Vogel,GB,2,97,0,0,1,0,1,0,0,1,0,0,0,1,-1,3,2
5,Free Agent,C.Jones,DAL,1,38,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
5,O'Leary,S.Lechler,HOU,5,240,0,0,0,1,3,0,0,3,0,0,0,4,79,2,0
5,Free Agent,D.Colquitt,KC,2,86,0,0,0,0,1,0,0,0,0,0,0,1,49,7,0
5,Free Agent,P.O'Donnell,CHI,7,307,0,2,0,2,3,0,0,2,0,0,0,3,41,1,0
5,Free Agent,R.Quigley,MIN,6,258,0,0,2,0,1,0,0,2,0,0,0,4,25,4,0
6,Fed,M.Palardy,CAR,3,136,0,0,1,1,1,0,0,3,0,0,0,1,0,5,0
6,Free Agent,D.Jones,PHI,6,305,0,0,1,1,3,0,0,1,1,0,0,3,35,4,0
6,Kane,M.Bosher,ATL,3,118,0,0,0,1,1,0,0,0,0,0,0,1,8,3,1
6,Free Agent,M.Haack,MIA,2,80,0,1,1,0,0,0,0,1,0,0,0,0,0,4,0
6,Julian,S.Koch,BAL,7,385,0,0,0,0,5,2,0,2,2,0,0,4,43,4,0
6,Free Agent,P.O'Donnell,CHI,9,420,0,0,2,2,3,1,0,3,1,0,0,5,132,4,0
6,Taylor,B.Colquitt,CLE,7,358,0,0,1,0,5,1,0,3,2,2,0,4,57,2,0
6,O'Leary,S.Lechler,HOU,7,350,0,0,0,0,4,0,0,2,1,1,0,6,43,3,0
6,Free Agent,J.Vogel,GB,6,263,0,0,4,1,2,0,0,4,0,0,0,1,-5,2,0
6,Free Agent,R.Quigley,MIN,4,155,0,0,2,1,1,0,0,3,1,1,0,1,8,5,0
6,Free Agent,J.Locke,DET,5,243,0,0,2,1,0,0,0,3,1,0,0,2,6,4,1
6,Free Agent,T.Morstead,NO,7,344,0,1,0,1,3,1,0,3,1,1,0,4,106,5,0
6,Stearns,R.Allen,NE,4,160,0,0,1,0,0,0,0,1,1,1,0,2,-2,4,1
6,Levine,L.Edwards,NYJ,4,187,0,0,0,0,1,0,0,1,1,0,0,3,20,3,0
6,Free Agent,B.Pinion,SF,6,254,0,0,4,0,0,0,0,4,0,0,0,1,6,4,1
6,Free Agent,T.Way,WAS,4,181,0,1,2,0,1,0,0,1,0,0,0,1,39,4,1
6,Free Agent,B.Anger,TB,4,154,0,0,3,0,0,0,0,3,2,0,0,1,0,1,0
6,Zack,A.Lee,ARI,2,93,0,0,0,0,1,0,0,1,1,1,1,1,10,6,0
6,Ralph,J.Hekker,LA,7,322,0,1,3,0,3,1,0,4,0,0,0,1,0,4,0
6,Gillen,B.Nortman,JAX,7,274,1,0,1,3,2,0,0,2,0,0,0,3,17,3,2
6,Pacillo,J.Berry,PIT,5,207,0,1,0,1,1,1,0,2,0,0,0,3,39,3,0
6,Free Agent,D.Colquitt,KC,4,190,0,0,1,0,2,0,0,3,1,1,1,1,0,3,0
6,Free Agent,D.Kaser,LAC,4,223,0,1,0,0,4,1,0,0,0,0,0,3,18,3,1
6,Looney,M.King,OAK,4,226,0,0,1,0,4,0,0,4,2,0,0,2,6,2,1
6,Free Agent,R.Dixon,DEN,3,153,0,0,2,0,2,0,0,0,0,0,0,1,20,2,1
6,Free Agent,B.Wing,NYG,6,299,0,0,1,0,2,1,0,2,0,0,0,4,23,4,0
6,Bandit,R.Sanchez,IND,3,160,0,0,0,1,2,0,0,0,0,0,0,2,15,4,0
6,Hardardt,B.Kern,TEN,1,44,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0
7,Free Agent,D.Colquitt,KC,3,137,0,0,1,1,2,0,0,3,0,0,0,1,0,6,0
7,Looney,M.King,OAK,3,146,0,0,0,0,2,0,0,1,1,1,1,2,13,5,1
7,Free Agent,B.Anger,TB,2,77,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0
7,Free Agent,C.Schmidt,BUF,2,101,0,0,1,0,1,0,0,1,1,0,0,1,0,6,1
7,Fed,M.Palardy,CAR,5,263,0,1,1,0,4,0,0,1,0,0,0,2,12,1,0
7,Free Agent,P.O'Donnell,CHI,6,296,0,0,2,0,3,2,0,1,0,0,0,3,17,1,0
7,Taylor,B.Colquitt,CLE,4,178,0,0,0,0,2,0,0,0,0,0,0,3,20,3,0
7,Hardardt,B.Kern,TEN,4,208,0,1,0,0,3,0,0,2,0,0,0,3,13,4,1
7,Free Agent,J.Vogel,GB,5,238,0,0,2,0,2,1,0,1,0,0,0,1,7,3,1
7,Free Agent,T.Morstead,NO,2,78,0,0,1,0,0,0,0,2,1,0,0,0,0,4,0
7,Bandit,R.Sanchez,IND,7,314,0,0,6,0,1,0,0,4,2,0,0,0,0,0,0
7,Gillen,B.Nortman,JAX,2,107,0,0,1,0,1,1,0,1,0,0,0,1,0,5,0
7,Zack,A.Lee,ARI,6,263,0,2,0,0,2,0,0,0,0,0,0,3,30,0,1
7,Ralph,J.Hekker,LA,2,119,0,0,0,1,2,1,0,2,0,0,0,1,9,7,0
7,Levine,L.Edwards,NYJ,7,321,0,0,2,0,2,1,0,2,1,0,0,4,33,4,0
7,Free Agent,M.Haack,MIA,6,267,0,0,1,0,2,0,0,2,0,0,0,4,24,5,0
7,Julian,S.Koch,BAL,6,289,0,0,0,3,3,1,0,1,0,0,0,3,83,4,0
7,Free Agent,R.Quigley,MIN,2,92,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1
7,Free Agent,K.Huber,CIN,5,250,0,0,2,0,4,0,0,2,1,1,0,1,7,2,0
7,Pacillo,J.Berry,PIT,2,90,0,0,1,0,1,0,0,0,0,0,0,1,19,7,0
7,Free Agent,B.Pinion,SF,4,180,0,0,1,2,0,0,0,2,0,0,0,1,0,2,0
7,Free Agent,C.Jones,DAL,3,142,0,0,1,1,3,0,0,1,0,0,0,2,16,4,1
7,Free Agent,R.Dixon,DEN,8,349,0,0,5,0,0,0,0,2,0,0,0,3,88,0,0
7,Free Agent,D.Kaser,LAC,8,413,0,0,1,1,5,3,0,3,2,1,1,5,55,2,0
7,Bagley,J.Ryan,SEA,5,190,0,0,2,1,0,0,0,5,0,0,0,2,0,4,0
7,Free Agent,B.Wing,NYG,7,304,0,0,1,0,3,0,0,1,0,0,0,4,35,1,1
7,Kane,M.Bosher,ATL,2,84,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1
7,Stearns,R.Allen,NE,2,100,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0
7,Free Agent,T.Way,WAS,5,239,0,1,2,0,1,1,0,2,0,0,0,2,22,4,0
7,Free Agent,D.Jones,PHI,3,153,0,0,0,0,2,0,0,1,0,0,0,3,24,6,1
8,Free Agent,M.Haack,MIA,8,328,0,0,4,1,1,0,0,0,0,0,0,3,9,0,1
8,Julian,S.Koch,BAL,5,225,0,0,0,2,1,0,0,4,2,0,0,2,5,5,0
8,Free Agent,R.Quigley,MIN,6,221,0,0,3,0,0,0,0,2,1,0,0,2,11,5,0
8,Taylor,B.Colquitt,CLE,6,279,0,0,4,0,3,0,0,3,0,0,0,2,15,2,2
8,Free Agent,C.Schmidt,BUF,5,226,0,0,1,1,2,0,0,4,1,1,1,2,11,5,0
8,Looney,M.King,OAK,4,153,0,0,0,1,1,0,0,1,1,0,0,2,17,2,0
8,Bandit,R.Sanchez,IND,4,183,1,0,0,0,1,0,0,0,0,0,0,3,29,5,0
8,Free Agent,K.Huber,CIN,4,197,0,2,0,0,2,1,0,0,0,0,0,1,20,3,0
8,Stearns,R.Allen,NE,3,130,0,0,1,0,1,0,0,3,1,1,0,1,-8,5,2
8,Ralph,D.Kaser,LAC,5,225,0,0,0,1,2,0,0,1,1,0,0,4,26,1,1
8,Kane,P.O'Donnell,CHI,5,270,0,1,1,0,4,1,0,2,0,0,0,3,22,2,1
8,Free Agent,T.Morstead,NO,4,204,0,1,1,0,3,1,0,2,1,1,0,1,-1,4,0
8,Free Agent,M.Bosher,ATL,5,214,0,0,1,2,1,0,0,2,1,1,0,2,6,5,0
8,Levine,L.Edwards,NYJ,5,262,0,1,0,0,4,1,0,3,2,1,1,3,13,4,2
8,Free Agent,B.Pinion,SF,8,364,0,1,1,0,2,0,0,2,1,1,0,2,14,2,0
8,Free Agent,D.Jones,PHI,6,275,0,1,1,0,1,0,0,2,1,1,0,2,9,3,2
8,Free Agent,B.Anger,TB,6,274,0,0,1,1,2,0,0,3,2,1,0,3,22,1,0
8,Fed,M.Palardy,CAR,7,353,0,0,1,1,4,0,0,4,3,1,0,3,23,3,0
8,Free Agent,J.Ryan,SEA,5,237,0,0,1,1,2,0,0,1,0,0,0,3,27,6,0
8,O'Leary,S.Lechler,HOU,5,265,0,0,0,1,3,2,0,2,1,1,0,3,10,6,0
8,Free Agent,C.Jones,DAL,3,137,0,0,1,1,1,0,0,1,0,0,0,1,-1,6,1
8,Free Agent,T.Way,WAS,3,140,0,0,0,0,0,0,0,1,1,0,0,2,19,3,1
8,Free Agent,S.Martin,DET,3,119,0,0,1,1,1,0,0,1,0,0,0,0,0,5,0
8,Pacillo,J.Berry,PIT,4,188,0,0,2,0,2,0,0,2,0,0,0,2,21,4,0
8,Free Agent,R.Dixon,DEN,4,162,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0
8,Free Agent,D.Colquitt,KC,5,209,0,0,0,0,2,0,0,2,0,0,0,4,3,6,0
9,Levine,L.Edwards,NYJ,5,208,0,0,3,0,1,0,0,2,2,0,0,2,18,6,0
9,Free Agent,C.Schmidt,BUF,6,278,0,0,2,1,2,0,0,1,1,0,0,2,13,3,0
9,Free Agent,M.Bosher,ATL,4,196,0,0,1,0,2,0,0,2,0,0,0,3,2,3,0
9,Fed,M.Palardy,CAR,5,249,0,0,2,0,4,0,0,3,2,1,0,2,13,4,0
9,Bandit,R.Sanchez,IND,6,249,0,0,1,2,1,0,0,1,1,0,0,2,4,4,0
9,O'Leary,S.Lechler,HOU,8,390,0,1,2,1,4,0,0,5,3,0,0,3,24,1,1
9,Free Agent,K.Huber,CIN,7,336,0,0,1,0,4,0,0,3,1,1,0,3,86,1,0
9,Gillen,B.Nortman,JAX,2,94,0,1,1,0,1,1,0,1,0,0,0,0,0,4,0
9,Free Agent,B.Anger,TB,6,239,1,0,3,0,0,0,0,3,0,0,0,3,-5,2,1
9,Free Agent,T.Morstead,NO,2,91,0,0,2,0,1,0,0,1,1,0,0,0,0,4,1
9,Free Agent,B.Wing,NYG,4,213,1,1,0,0,3,1,0,0,0,0,0,3,55,3,1
9,Bagley,J.Hekker,LA,2,75,0,0,1,1,0,0,0,1,0,0,0,0,0,9,0
9,Free Agent,R.Dixon,DEN,6,302,0,0,1,0,3,0,0,0,0,0,0,5,22,4,0
9,Free Agent,D.Jones,PHI,2,108,0,0,0,0,2,0,0,0,0,0,0,1,44,7,1
9,Julian,S.Koch,BAL,4,180,0,0,1,1,3,1,0,2,0,0,0,2,22,4,0
9,Hardardt,B.Kern,TEN,5,256,0,0,1,1,4,0,0,3,2,0,0,2,22,3,1
9,Ralph,B.Pinion,SF,8,352,0,0,2,0,2,0,0,3,1,0,0,4,16,2,0
9,Zack,A.Lee,ARI,6,270,0,0,2,0,1,0,0,3,0,0,0,4,10,4,1
9,Free Agent,T.Way,WAS,8,320,0,0,1,1,3,0,0,1,0,0,0,5,45,3,0
9,Free Agent,J.Ryan,SEA,6,263,0,1,0,1,2,0,0,1,1,0,0,2,7,0,3
9,Free Agent,C.Jones,DAL,5,195,0,0,3,0,1,0,0,4,1,1,0,2,0,4,0
9,Free Agent,D.Colquitt,KC,5,231,0,1,2,0,1,0,0,1,0,0,0,2,1,3,0
9,Free Agent,M.Haack,MIA,5,221,0,0,2,0,2,0,0,2,0,0,0,2,21,2,1
9,Looney,M.King,OAK,3,140,0,0,1,1,0,0,0,2,0,0,0,1,5,5,0
9,Free Agent,J.Vogel,GB,3,128,0,0,1,0,0,0,0,1,0,0,0,2,9,3,0
10,Free Agent,J.Ryan,SEA,8,398,0,0,2,0,6,0,0,3,2,1,0,7,69,4,0
