Week,Punter,Team,Punts,Punt Yards,Blocks,Touchbacks,Fair Catches,Out-of_Bounds,50+,60+,70+,Under 20,Under 10,Under 5,1 Yd Line,Returns,Return Yards,Holds,Misses,First Downs,TD,Fumbles,Int,Conduct
7,A.Lee,ARI,6,263,0,2,0,0,2,0,0,0,0,0,0,3,30,0,1,0,0,0,0,0
7,J.Hekker,LA,2,119,0,0,0,1,2,1,0,2,0,0,0,1,9,7,0,0,0,0,0,0
7,L.Edwards,NYJ,7,321,0,0,2,0,2,1,0,2,1,0,0,4,33,4,0,0,0,0,0,0
7,M.Haack,MIA,6,267,0,0,1,0,2,0,0,2,0,0,0,4,24,5,0,0,0,0,0,0
7,S.Koch,BAL,6,289,0,0,0,3,3,1,0,1,0,0,0,3,83,4,0,0,0,0,0,0
7,R.Quigley,MIN,2,92,0,0,1,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
7,K.Huber,CIN,5,250,0,0,2,0,4,0,0,2,1,1,0,1,7,2,0,0,0,0,0,0
7,J.Berry,PIT,2,90,0,0,1,0,1,0,0,0,0,0,0,1,19,7,0,0,0,0,0,0
7,B.Pinion,SF,4,180,0,0,1,2,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0
7,C.Jones,DAL,3,142,0,0,1,1,3,0,0,1,0,0,0,2,16,4,1,0,0,0,0,0
7,R.Dixon,DEN,8,349,0,0,5,0,0,0,0,2,0,0,0,3,88,0,0,0,0,0,0,0
7,D.Kaser,LAC,8,413,0,0,1,1,5,3,0,3,2,1,1,5,55,2,0,0,0,0,0,0
7,J.Ryan,SEA,5,190,0,0,2,1,0,0,0,5,0,0,0,2,0,4,0,0,0,0,0,0
7,B.Wing,NYG,7,304,0,0,1,0,3,0,0,1,0,0,0,4,35,1,1,0,0,0,0,0
7,M.Bosher,ATL,2,84,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0
7,R.Allen,NE,2,100,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
7,T.Way,WAS,5,239,0,1,2,0,1,1,0,2,0,0,0,2,22,4,0,0,0,0,0,0
7,D.Jones,PHI,3,153,0,0,0,0,2,0,0,1,0,0,0,3,24,6,1,0,0,0,0,0
8,M.Haack,MIA,8,328,0,0,4,1,1,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0
8,S.Koch,BAL,5,225,0,0,0,2,1,0,0,4,2,0,0,2,5,5,0,0,0,0,0,0
8,R.Quigley,MIN,6,221,0,0,3,0,0,0,0,2,1,0,0,2,11,5,0,0,0,0,0,0
8,B.Colquitt,CLE,6,279,0,0,4,0,3,0,0,3,0,0,0,2,15,2,2,0,0,0,0,0
8,C.Schmidt,BUF,5,226,0,0,1,1,2,0,0,4,1,1,1,2,11,5,0,0,0,0,0,0
8,M.King,OAK,4,153,0,0,0,1,1,0,0,1,1,0,0,2,17,2,0,0,0,0,0,0
8,R.Sanchez,IND,4,183,1,0,0,0,1,0,0,0,0,0,0,3,29,5,0,0,0,0,0,0
8,K.Huber,CIN,4,197,0,2,0,0,2,1,0,0,0,0,0,1,20,3,0,0,0,0,0,0
8,R.Allen,NE,3,130,0,0,1,0,1,0,0,3,1,1,0,1,-8,5,2,0,0,0,0,0
8,D.Kaser,LAC,5,225,0,0,0,1,2,0,0,1,1,0,0,4,26,1,1,0,0,0,0,0
8,P.O'Donnell,CHI,5,270,0,1,1,0,4,1,0,2,0,0,0,3,22,2,1,0,0,0,0,0
8,T.Morstead,NO,4,204,0,1,1,0,3,1,0,2,1,1,0,1,-1,4,0,0,0,0,0,0
8,M.Bosher,ATL,5,214,0,0,1,2,1,0,0,2,1,1,0,2,6,5,0,0,0,0,0,0
8,L.Edwards,NYJ,5,262,0,1,0,0,4,1,0,3,2,1,1,3,13,4,2,0,0,0,0,0
8,B.Pinion,SF,8,364,0,1,1,0,2,0,0,2,1,1,0,2,14,2,0,0,0,0,0,0
8,D.Jones,PHI,6,275,0,1,1,0,1,0,0,2,1,1,0,2,9,3,2,0,0,0,0,0
8,B.Anger,TB,6,274,0,0,1,1,2,0,0,3,2,1,0,3,22,1,0,0,0,0,0,0
8,M.Palardy,CAR,7,353,0,0,1,1,4,0,0,4,3,1,0,3,23,3,0,0,0,0,0,0
8,J.Ryan,SEA,5,237,0,0,1,1,2,0,0,1,0,0,0,3,27,6,0,0,0,0,0,0
8,S.Lechler,HOU,5,265,0,0,0,1,3,2,0,2,1,1,0,3,10,6,0,0,0,0,0,0
8,C.Jones,DAL,3,137,0,0,1,1,1,0,0,1,0,0,0,1,-1,6,1,0,0,0,0,0
